EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,SIMULATEDDAY,DESCRIPTIVEDAY,TYPETRIAL,LEARNINGMODE,ALTERNATIVE,ROUTE,DIRECTION,CONTROLROUTE_C,TREATMENTROUTE_T,WAITING,TRAVEL,JOURNEY
descriptiveTreatmentCondition1,36, C31,2,6,2,4,4,4,23062017,124752,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,1,9,10
descriptiveTreatmentCondition1,36, C31,2,6,2,4,4,4,23062017,124752,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,9,1,10
descriptiveTreatmentCondition1,36, C31,2,6,2,4,4,4,23062017,124752,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,9,1,10
descriptiveTreatmentCondition1,36, C31,2,6,1,3,5,5,23062017,124756,1,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,36, C31,2,6,1,3,5,5,23062017,124756,3,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,36, C31,2,6,1,3,5,5,23062017,124756,2,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,2,6,1,3,5,5,23062017,124756,4,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,2,6,6,8,6,6,23062017,124801,1,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,7,2,9
descriptiveTreatmentCondition1,36, C31,2,6,6,8,6,6,23062017,124801,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,7,2,9
descriptiveTreatmentCondition1,36, C31,2,6,6,8,6,6,23062017,124801,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,36, C31,2,6,6,8,6,6,23062017,124801,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,36, C31,1,2,1,1,7,7,23062017,124807,2,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,1,2,1,1,7,7,23062017,124807,4,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,1,2,1,1,7,7,23062017,124807,1,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,36, C31,1,2,1,1,7,7,23062017,124807,3,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,36, C31,3,6,1,9,8,8,23062017,124813,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,2,6,8
descriptiveTreatmentCondition1,36, C31,3,6,1,9,8,8,23062017,124813,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,36, C31,3,6,1,9,8,8,23062017,124813,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,3,6,1,9,8,8,23062017,124813,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,3,6,5,13,9,9,23062017,124822,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,3,6,5,13,9,9,23062017,124822,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,3,6,5,13,9,9,23062017,124822,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,10,14
descriptiveTreatmentCondition1,36, C31,3,6,5,13,9,9,23062017,124822,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,2,6
descriptiveTreatmentCondition1,36, C31,3,6,6,14,10,10,23062017,124847,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,8,6,14
descriptiveTreatmentCondition1,36, C31,3,6,6,14,10,10,23062017,124847,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,0,6,6
descriptiveTreatmentCondition1,36, C31,3,6,6,14,10,10,23062017,124847,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,2,6
descriptiveTreatmentCondition1,36, C31,3,6,6,14,10,10,23062017,124847,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,10,14
descriptiveTreatmentCondition1,36, C31,3,6,4,12,11,11,23062017,124903,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,3,6,4,12,11,11,23062017,124903,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,36, C31,3,6,4,12,11,11,23062017,124903,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,8,6,14
descriptiveTreatmentCondition1,36, C31,3,6,4,12,11,11,23062017,124903,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,0,6,6
descriptiveTreatmentCondition1,36, C31,1,2,2,2,12,12,23062017,124908,1,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,36, C31,1,2,2,2,12,12,23062017,124908,3,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,36, C31,1,2,2,2,12,12,23062017,124908,2,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,36, C31,1,2,2,2,12,12,23062017,124908,4,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,36, C31,3,6,3,11,13,13,23062017,124914,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,8,12
descriptiveTreatmentCondition1,36, C31,3,6,3,11,13,13,23062017,124914,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,4,8
descriptiveTreatmentCondition1,36, C31,3,6,3,11,13,13,23062017,124914,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,2,6,8
descriptiveTreatmentCondition1,36, C31,3,6,3,11,13,13,23062017,124914,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,36, C31,2,6,3,5,14,14,23062017,124957,2,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,36, C31,2,6,3,5,14,14,23062017,124957,4,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,36, C31,2,6,3,5,14,14,23062017,124957,1,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,36, C31,2,6,3,5,14,14,23062017,124957,3,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,34, C11,1,2,2,2,1,1,23062017,123601,2,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,34, C11,1,2,2,2,1,1,23062017,123601,4,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,34, C11,1,2,2,2,1,1,23062017,123601,1,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,34, C11,1,2,2,2,1,1,23062017,123601,3,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,34, C11,2,6,5,7,2,2,23062017,123605,2,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,8,1,9
descriptiveTreatmentCondition1,34, C11,2,6,5,7,2,2,23062017,123605,4,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,8,1,9
descriptiveTreatmentCondition1,34, C11,2,6,5,7,2,2,23062017,123605,1,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,34, C11,2,6,5,7,2,2,23062017,123605,3,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,34, C11,2,6,4,6,3,3,23062017,123609,2,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,3,8,11
descriptiveTreatmentCondition1,34, C11,2,6,4,6,3,3,23062017,123609,4,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,3,8,11
descriptiveTreatmentCondition1,34, C11,2,6,4,6,3,3,23062017,123609,1,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,34, C11,2,6,4,6,3,3,23062017,123609,3,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,34, C11,1,2,1,1,4,4,23062017,123614,2,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,1,2,1,1,4,4,23062017,123614,4,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,1,2,1,1,4,4,23062017,123614,1,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,34, C11,1,2,1,1,4,4,23062017,123614,3,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,34, C11,2,6,1,3,5,5,23062017,123617,2,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,34, C11,2,6,1,3,5,5,23062017,123617,4,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,34, C11,2,6,1,3,5,5,23062017,123617,1,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,2,6,1,3,5,5,23062017,123617,3,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,3,6,6,14,6,6,23062017,123622,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,10,14
descriptiveTreatmentCondition1,34, C11,3,6,6,14,6,6,23062017,123622,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,2,6
descriptiveTreatmentCondition1,34, C11,3,6,6,14,6,6,23062017,123622,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,0,6,6
descriptiveTreatmentCondition1,34, C11,3,6,6,14,6,6,23062017,123622,5,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,8,6,14
descriptiveTreatmentCondition1,34, C11,3,6,4,12,7,7,23062017,123635,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,3,6,4,12,7,7,23062017,123635,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,3,6,4,12,7,7,23062017,123635,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,8,6,14
descriptiveTreatmentCondition1,34, C11,3,6,4,12,7,7,23062017,123635,5,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,0,6,6
descriptiveTreatmentCondition1,34, C11,3,6,2,10,8,8,23062017,123639,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,4,8
descriptiveTreatmentCondition1,34, C11,3,6,2,10,8,8,23062017,123639,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,8,12
descriptiveTreatmentCondition1,34, C11,3,6,2,10,8,8,23062017,123639,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,3,6,2,10,8,8,23062017,123639,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,2,6,2,4,9,9,23062017,123642,1,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,9,1,10
descriptiveTreatmentCondition1,34, C11,2,6,2,4,9,9,23062017,123642,3,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,9,1,10
descriptiveTreatmentCondition1,34, C11,2,6,2,4,9,9,23062017,123642,2,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,1,9,10
descriptiveTreatmentCondition1,34, C11,2,6,2,4,9,9,23062017,123642,4,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,1,9,10
descriptiveTreatmentCondition1,34, C11,3,6,3,11,10,10,23062017,123646,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,4,8
descriptiveTreatmentCondition1,34, C11,3,6,3,11,10,10,23062017,123646,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,8,12
descriptiveTreatmentCondition1,34, C11,3,6,3,11,10,10,23062017,123646,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,2,6,8
descriptiveTreatmentCondition1,34, C11,3,6,3,11,10,10,23062017,123646,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,34, C11,2,6,3,5,11,11,23062017,123652,2,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,2,9,11
descriptiveTreatmentCondition1,34, C11,2,6,3,5,11,11,23062017,123652,4,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,2,9,11
descriptiveTreatmentCondition1,34, C11,2,6,3,5,11,11,23062017,123652,1,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,34, C11,2,6,3,5,11,11,23062017,123652,3,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,34, C11,3,6,1,9,12,12,23062017,123654,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,34, C11,3,6,1,9,12,12,23062017,123654,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,2,6,8
descriptiveTreatmentCondition1,34, C11,3,6,1,9,12,12,23062017,123654,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,3,6,1,9,12,12,23062017,123654,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,3,6,5,13,13,13,23062017,123659,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,3,6,5,13,13,13,23062017,123659,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,34, C11,3,6,5,13,13,13,23062017,123659,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,2,6
descriptiveTreatmentCondition1,34, C11,3,6,5,13,13,13,23062017,123659,5,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,10,14
descriptiveTreatmentCondition1,34, C11,2,6,6,8,14,14,23062017,123702,1,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,7,2,9
descriptiveTreatmentCondition1,34, C11,2,6,6,8,14,14,23062017,123702,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,7,2,9
descriptiveTreatmentCondition1,34, C11,2,6,6,8,14,14,23062017,123702,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,34, C11,2,6,6,8,14,14,23062017,123702,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,32, C51,2,6,3,5,1,1,23062017,115004,1,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,32, C51,2,6,3,5,1,1,23062017,115004,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,32, C51,2,6,3,5,1,1,23062017,115004,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,32, C51,2,6,3,5,1,1,23062017,115004,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,32, C51,1,2,2,2,2,2,23062017,115120,2,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,32, C51,1,2,2,2,2,2,23062017,115120,4,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,32, C51,1,2,2,2,2,2,23062017,115120,1,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,32, C51,1,2,2,2,2,2,23062017,115120,3,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,32, C51,3,6,5,13,3,3,23062017,115129,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,3,6,5,13,3,3,23062017,115129,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,3,6,5,13,3,3,23062017,115129,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,10,14
descriptiveTreatmentCondition1,32, C51,3,6,5,13,3,3,23062017,115129,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,2,6
descriptiveTreatmentCondition1,32, C51,2,6,2,4,4,4,23062017,115141,2,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,9,1,10
descriptiveTreatmentCondition1,32, C51,2,6,2,4,4,4,23062017,115141,4,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,9,1,10
descriptiveTreatmentCondition1,32, C51,2,6,2,4,4,4,23062017,115141,1,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,1,9,10
descriptiveTreatmentCondition1,32, C51,2,6,2,4,4,4,23062017,115141,3,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,1,9,10
descriptiveTreatmentCondition1,32, C51,3,6,2,10,5,5,23062017,115148,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,8,12
descriptiveTreatmentCondition1,32, C51,3,6,2,10,5,5,23062017,115148,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,4,8
descriptiveTreatmentCondition1,32, C51,3,6,2,10,5,5,23062017,115148,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,3,6,2,10,5,5,23062017,115148,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,3,6,4,12,6,6,23062017,115159,5,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,0,6,6
descriptiveTreatmentCondition1,32, C51,3,6,4,12,6,6,23062017,115159,5,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,8,6,14
descriptiveTreatmentCondition1,32, C51,3,6,4,12,6,6,23062017,115159,5,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,3,6,4,12,6,6,23062017,115159,5,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,2,6,6,8,7,7,23062017,115208,1,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,7,2,9
descriptiveTreatmentCondition1,32, C51,2,6,6,8,7,7,23062017,115208,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,7,2,9
descriptiveTreatmentCondition1,32, C51,2,6,6,8,7,7,23062017,115208,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,32, C51,2,6,6,8,7,7,23062017,115208,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,32, C51,2,6,5,7,8,8,23062017,115221,1,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,32, C51,2,6,5,7,8,8,23062017,115221,3,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,32, C51,2,6,5,7,8,8,23062017,115221,2,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,8,1,9
descriptiveTreatmentCondition1,32, C51,2,6,5,7,8,8,23062017,115221,4,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,8,1,9
descriptiveTreatmentCondition1,32, C51,3,6,6,14,9,9,23062017,115234,5,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,0,6,6
descriptiveTreatmentCondition1,32, C51,3,6,6,14,9,9,23062017,115234,5,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,8,6,14
descriptiveTreatmentCondition1,32, C51,3,6,6,14,9,9,23062017,115234,5,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,10,14
descriptiveTreatmentCondition1,32, C51,3,6,6,14,9,9,23062017,115234,5,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,2,6
descriptiveTreatmentCondition1,32, C51,2,6,4,6,10,10,23062017,115243,1,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,32, C51,2,6,4,6,10,10,23062017,115243,3,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,32, C51,2,6,4,6,10,10,23062017,115243,2,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,32, C51,2,6,4,6,10,10,23062017,115243,4,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,32, C51,3,6,3,11,11,11,23062017,115255,5,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,6,8
descriptiveTreatmentCondition1,32, C51,3,6,3,11,11,11,23062017,115255,5,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,32, C51,3,6,3,11,11,11,23062017,115255,5,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,4,8
descriptiveTreatmentCondition1,32, C51,3,6,3,11,11,11,23062017,115255,5,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,8,12
descriptiveTreatmentCondition1,32, C51,1,2,1,1,12,12,23062017,115306,1,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,1,2,1,1,12,12,23062017,115306,3,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,1,2,1,1,12,12,23062017,115306,2,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,32, C51,1,2,1,1,12,12,23062017,115306,4,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,32, C51,2,6,1,3,13,13,23062017,115316,1,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,2,6,1,3,13,13,23062017,115316,3,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,2,6,1,3,13,13,23062017,115316,2,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,32, C51,2,6,1,3,13,13,23062017,115316,4,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,32, C51,3,6,1,9,14,14,23062017,115327,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,32, C51,3,6,1,9,14,14,23062017,115327,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,2,6,8
descriptiveTreatmentCondition1,32, C51,3,6,1,9,14,14,23062017,115327,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,32, C51,3,6,1,9,14,14,23062017,115327,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,30, C36,3,6,4,12,1,1,23062017,120208,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,30, C36,3,6,4,12,1,1,23062017,120208,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,30, C36,3,6,4,12,1,1,23062017,120208,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,0,6,6
descriptiveTreatmentCondition1,30, C36,3,6,4,12,1,1,23062017,120208,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,8,6,14
descriptiveTreatmentCondition1,30, C36,2,6,4,6,2,2,23062017,120308,2,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,30, C36,2,6,4,6,2,2,23062017,120308,4,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,30, C36,2,6,4,6,2,2,23062017,120308,1,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,30, C36,2,6,4,6,2,2,23062017,120308,3,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,30, C36,3,6,5,13,3,3,23062017,120338,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,30, C36,3,6,5,13,3,3,23062017,120338,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,30, C36,3,6,5,13,3,3,23062017,120338,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,10,14
