"PARTICIPANTID","EXPSESSION","COMPUTERID","COUNTRY","EXPERIMENTTYPE","EXPERIMENTALCONDITION","EXPERIMENTSTAGE","EXPERIMENTBLOCK","DP","BLOCKDP","ORDER","BLOCKORDER","STARTINGTIME","ENDINGTIME","DURATION"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","2","7","5","3","1","141108","141112","0:00:04"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","3","1","141130","141136","0:00:06"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","2","6","4","4","2","141219","141225","0:00:06"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","4","2","141245","141250","0:00:05"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","2","4","2","5","3","141331","141332","0:00:01"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","5","3","141350","141353","0:00:03"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","2","8","6","6","4","141430","141431","0:00:01"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","6","4","141449","141453","0:00:04"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","2","3","1","7","5","141539","141543","0:00:04"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","7","5","141601","141604","0:00:03"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","2","5","3","8","6","141644","141647","0:00:03"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","8","6","141705","141709","0:00:04"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","3","9","1","9","1","142133","142136","0:00:03"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","9","1","142215","142220","0:00:05"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","3","13","5","10","2","142334","142342","0:00:08"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","10","2","142417","142421","0:00:04"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","3","14","6","11","3","142538","142539","0:00:01"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","11","3","142614","142619","0:00:05"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","3","10","2","12","4","142737","142742","0:00:05"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","12","4","142817","142821","0:00:04"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","3","11","3","13","5","142934","142935","0:00:01"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","13","5","143012","143015","0:00:03"
"55","17","B00","UK","experienced","simulatedControlCondition","decision","3","12","4","14","6","143128","143130","0:00:02"
"55","17","B00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","14","6","143208","143216","0:00:08"
"55","17","B00","UK","descriptive","descriptiveControl","choice","2","8","6","1","1","143231","143311","0:00:40"
"55","17","B00","UK","descriptive","descriptiveControl","choice","3","12","4","2","2","143311","143352","0:00:41"
"55","17","B00","UK","descriptive","descriptiveControl","choice","3","11","3","3","3","143352","143415","0:00:23"
"55","17","B00","UK","descriptive","descriptiveControl","choice","2","5","3","4","4","143415","143432","0:00:17"
"55","17","B00","UK","descriptive","descriptiveControl","choice","3","10","2","5","5","143432","143442","0:00:10"
"55","17","B00","UK","descriptive","descriptiveControl","choice","2","6","4","6","6","143442","143450","0:00:08"
"55","17","B00","UK","descriptive","descriptiveControl","choice","1","2","2","7","7","143450","143456","0:00:06"
"55","17","B00","UK","descriptive","descriptiveControl","choice","1","1","1","8","8","143456","143502","0:00:06"
"55","17","B00","UK","descriptive","descriptiveControl","choice","3","14","6","9","9","143502","143526","0:00:24"
"55","17","B00","UK","descriptive","descriptiveControl","choice","2","7","5","10","10","143526","143536","0:00:10"
"55","17","B00","UK","descriptive","descriptiveControl","choice","3","9","1","11","11","143536","143544","0:00:08"
"55","17","B00","UK","descriptive","descriptiveControl","choice","2","3","1","12","12","143544","143602","0:00:18"
"55","17","B00","UK","descriptive","descriptiveControl","choice","3","13","5","13","13","143602","143618","0:00:16"
"55","17","B00","UK","descriptive","descriptiveControl","choice","2","4","2","14","14","143618","143632","0:00:14"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","1","1","1","1","1","140952","141020","0:00:28"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","1","1","1","1","141045","141101","0:00:16"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","1","2","2","2","2","141142","141144","0:00:02"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","2","2","2","2","141202","141205","0:00:03"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","4","2","3","1","141300","141304","0:00:04"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","4","2","3","1","141322","141327","0:00:05"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","4","2","141407","141410","0:00:03"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","4","2","141429","141438","0:00:09"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","7","5","5","3","141516","141518","0:00:02"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","5","3","141536","141541","0:00:05"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","5","3","6","4","141622","141625","0:00:03"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","5","3","6","4","141644","141647","0:00:03"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","3","1","7","5","141726","141728","0:00:02"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","3","1","7","5","141746","141751","0:00:05"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","8","6","8","6","141828","141830","0:00:02"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","8","6","8","6","141848","141851","0:00:03"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","9","1","142339","142359","0:00:20"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","9","1","142436","142443","0:00:07"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","10","2","142555","142557","0:00:02"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","10","2","142635","142638","0:00:03"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","13","5","11","3","142750","142752","0:00:02"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","13","5","11","3","142828","142834","0:00:06"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","12","4","142944","142946","0:00:02"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","12","4","143021","143026","0:00:05"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","9","1","13","5","143137","143139","0:00:02"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","9","1","13","5","143216","143225","0:00:09"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","11","3","14","6","143336","143344","0:00:08"
"54","17","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","11","3","14","6","143421","143428","0:00:07"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","1","1","143437","143514","0:00:37"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","7","5","2","2","143514","143546","0:00:32"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","3","3","143546","143554","0:00:08"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","9","1","4","4","143554","143608","0:00:14"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","6","4","5","5","143608","143613","0:00:05"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","3","1","6","6","143613","143617","0:00:04"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","13","5","7","7","143617","143625","0:00:08"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","8","6","8","8","143625","143628","0:00:03"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","9","9","143628","143642","0:00:14"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","14","6","10","10","143642","143651","0:00:09"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","1","1","11","11","143651","143657","0:00:06"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","2","2","12","12","143657","143701","0:00:04"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","10","2","13","13","143701","143706","0:00:05"
"54","17","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","5","3","14","14","143706","143715","0:00:09"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","1","1","1","1","1","120147","120156","0:00:09"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","1","1","120219","120228","0:00:09"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","1","2","2","2","2","120310","120313","0:00:03"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","2","2","120331","120334","0:00:03"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","2","5","3","3","1","120422","120432","0:00:10"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","3","1","120452","120458","0:00:06"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","2","3","1","4","2","120540","120541","0:00:01"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","4","2","120559","120603","0:00:04"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","2","8","6","5","3","120645","120646","0:00:01"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","5","3","120704","120708","0:00:04"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","2","7","5","6","4","120744","120745","0:00:01"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","6","4","120802","120806","0:00:04"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","2","4","2","7","5","120846","120852","0:00:06"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","7","5","120910","120914","0:00:04"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","2","6","4","8","6","120953","120954","0:00:01"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","8","6","121015","121018","0:00:03"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","3","14","6","9","1","121444","121447","0:00:03"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","9","1","121524","121529","0:00:05"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","3","11","3","10","2","121644","121646","0:00:02"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","10","2","121722","121726","0:00:04"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","3","9","1","11","3","121840","121841","0:00:01"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","11","3","121916","121924","0:00:08"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","3","12","4","12","4","122039","122041","0:00:02"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","12","4","122117","122120","0:00:03"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","3","13","5","13","5","122233","122235","0:00:02"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","13","5","122309","122315","0:00:06"
"53","16","F00","UK","experienced","simulatedControlCondition","decision","3","10","2","14","6","122426","122427","0:00:01"
"53","16","F00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","14","6","122502","122507","0:00:05"
"53","16","F00","UK","descriptive","descriptiveControl","choice","2","7","5","1","1","122512","122537","0:00:25"
"53","16","F00","UK","descriptive","descriptiveControl","choice","1","2","2","2","2","122537","122543","0:00:06"
"53","16","F00","UK","descriptive","descriptiveControl","choice","3","13","5","3","3","122543","122550","0:00:07"
"53","16","F00","UK","descriptive","descriptiveControl","choice","2","8","6","4","4","122550","122602","0:00:12"
"53","16","F00","UK","descriptive","descriptiveControl","choice","2","4","2","5","5","122602","122608","0:00:06"
"53","16","F00","UK","descriptive","descriptiveControl","choice","1","1","1","6","6","122608","122612","0:00:04"
"53","16","F00","UK","descriptive","descriptiveControl","choice","2","6","4","7","7","122612","122615","0:00:03"
"53","16","F00","UK","descriptive","descriptiveControl","choice","3","14","6","8","8","122615","122631","0:00:16"
"53","16","F00","UK","descriptive","descriptiveControl","choice","2","5","3","9","9","122631","122634","0:00:03"
"53","16","F00","UK","descriptive","descriptiveControl","choice","3","12","4","10","10","122634","122640","0:00:06"
"53","16","F00","UK","descriptive","descriptiveControl","choice","2","3","1","11","11","122640","122644","0:00:04"
"53","16","F00","UK","descriptive","descriptiveControl","choice","3","11","3","12","12","122644","122657","0:00:13"
"53","16","F00","UK","descriptive","descriptiveControl","choice","3","9","1","13","13","122657","122703","0:00:06"
"53","16","F00","UK","descriptive","descriptiveControl","choice","3","10","2","14","14","122703","122714","0:00:11"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","1","2","2","1","1","115642","115720","0:00:38"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","2","2","1","1","115742","115753","0:00:11"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","1","1","1","2","2","115832","115833","0:00:01"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","1","1","2","2","115852","115859","0:00:07"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","8","6","3","1","115950","115951","0:00:01"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","8","6","3","1","120010","120017","0:00:07"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","3","1","4","2","120053","120055","0:00:02"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","3","1","4","2","120113","120118","0:00:05"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","5","3","5","3","120156","120157","0:00:01"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","5","3","5","3","120215","120219","0:00:04"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","7","5","6","4","120253","120255","0:00:02"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","6","4","120312","120315","0:00:03"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","4","2","7","5","120358","120408","0:00:10"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","4","2","7","5","120426","120429","0:00:03"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","8","6","120506","120507","0:00:01"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","8","6","120526","120530","0:00:04"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","9","1","121023","121032","0:00:09"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","9","1","121107","121112","0:00:05"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","11","3","10","2","121224","121226","0:00:02"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","11","3","10","2","121304","121309","0:00:05"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","11","3","121428","121431","0:00:03"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","11","3","121509","121514","0:00:05"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","12","4","121627","121628","0:00:01"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","12","4","121703","121706","0:00:03"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","9","1","13","5","121817","121818","0:00:01"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","9","1","13","5","121900","121903","0:00:03"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","13","5","14","6","122014","122015","0:00:01"
"52","16","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","13","5","14","6","122051","122054","0:00:03"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","7","5","1","1","122055","122107","0:00:12"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","2","2","2","2","122107","122112","0:00:05"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","1","1","3","3","122112","122120","0:00:08"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","10","2","4","4","122120","122127","0:00:07"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","13","5","5","5","122127","122130","0:00:03"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","5","3","6","6","122130","122137","0:00:07"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","7","7","122137","122141","0:00:04"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","9","1","8","8","122141","122146","0:00:05"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","14","6","9","9","122146","122156","0:00:10"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","10","10","122156","122200","0:00:04"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","11","11","122200","122204","0:00:04"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","8","6","12","12","122204","122207","0:00:03"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","3","1","13","13","122207","122210","0:00:03"
"52","16","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","6","4","14","14","122210","122213","0:00:03"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","1","1","1","1","1","115641","115656","0:00:15"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","1","1","115716","115728","0:00:12"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","1","2","2","2","2","115808","115821","0:00:13"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","2","2","115841","115848","0:00:07"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","2","4","2","3","1","115937","115944","0:00:07"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","3","1","120005","120014","0:00:09"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","2","3","1","4","2","120128","120129","0:00:01"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","4","2","120148","120154","0:00:06"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","2","5","3","5","3","120234","120236","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","5","3","120254","120256","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","2","8","6","6","4","120331","120333","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","6","4","120351","120352","0:00:01"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","2","7","5","7","5","120427","120432","0:00:05"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","7","5","120449","120451","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","2","6","4","8","6","120529","120531","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","8","6","120549","120550","0:00:01"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","3","14","6","9","1","121032","121035","0:00:03"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","9","1","121111","121112","0:00:01"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","3","13","5","10","2","121223","121225","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","10","2","121300","121312","0:00:12"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","3","9","1","11","3","121422","121423","0:00:01"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","11","3","121458","121506","0:00:08"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","3","10","2","12","4","121616","121618","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","12","4","121653","121658","0:00:05"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","3","12","4","13","5","121809","121811","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","13","5","121847","121855","0:00:08"
"51","16","B00","UK","experienced","simulatedControlCondition","decision","3","11","3","14","6","122005","122007","0:00:02"
"51","16","B00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","14","6","122046","122055","0:00:09"
"51","16","B00","UK","descriptive","descriptiveControl","choice","2","5","3","1","1","122100","122128","0:00:28"
"51","16","B00","UK","descriptive","descriptiveControl","choice","2","6","4","2","2","122128","122136","0:00:08"
"51","16","B00","UK","descriptive","descriptiveControl","choice","1","2","2","3","3","122136","122145","0:00:09"
"51","16","B00","UK","descriptive","descriptiveControl","choice","2","8","6","4","4","122145","122152","0:00:07"
"51","16","B00","UK","descriptive","descriptiveControl","choice","3","9","1","5","5","122152","122202","0:00:10"
"51","16","B00","UK","descriptive","descriptiveControl","choice","2","7","5","6","6","122202","122207","0:00:05"
"51","16","B00","UK","descriptive","descriptiveControl","choice","3","10","2","7","7","122207","122215","0:00:08"
"51","16","B00","UK","descriptive","descriptiveControl","choice","2","4","2","8","8","122215","122220","0:00:05"
"51","16","B00","UK","descriptive","descriptiveControl","choice","3","11","3","9","9","122220","122242","0:00:22"
"51","16","B00","UK","descriptive","descriptiveControl","choice","3","12","4","10","10","122242","122251","0:00:09"
"51","16","B00","UK","descriptive","descriptiveControl","choice","1","1","1","11","11","122251","122304","0:00:13"
"51","16","B00","UK","descriptive","descriptiveControl","choice","2","3","1","12","12","122304","122308","0:00:04"
"51","16","B00","UK","descriptive","descriptiveControl","choice","3","14","6","13","13","122308","122321","0:00:13"
"51","16","B00","UK","descriptive","descriptiveControl","choice","3","13","5","14","14","122321","122327","0:00:06"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","1","1","1","1","1","121333","121416","0:00:43"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","1","1","1","1","121436","121442","0:00:06"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","1","2","2","2","2","121523","121539","0:00:16"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","2","2","2","2","121607","121633","0:00:26"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","3","1","121716","121723","0:00:07"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","3","1","121742","121747","0:00:05"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","3","1","4","2","121826","121834","0:00:08"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","3","1","4","2","121904","121910","0:00:06"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","7","5","5","3","121955","122004","0:00:09"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","5","3","122023","122028","0:00:05"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","5","3","6","4","122113","122122","0:00:09"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","5","3","6","4","122144","122146","0:00:02"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","8","6","7","5","122222","122231","0:00:09"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","8","6","7","5","122249","122257","0:00:08"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","4","2","8","6","122341","122349","0:00:08"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","4","2","8","6","122411","122416","0:00:05"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","9","1","122847","122856","0:00:09"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","9","1","122932","122935","0:00:03"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","13","5","10","2","123046","123050","0:00:04"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","13","5","10","2","123127","123129","0:00:02"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","11","3","123242","123310","0:00:28"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","11","3","123347","123348","0:00:01"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","9","1","12","4","123517","123525","0:00:08"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","9","1","12","4","123601","123603","0:00:02"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","11","3","13","5","123716","123720","0:00:04"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","11","3","13","5","123756","123759","0:00:03"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","14","6","123910","123916","0:00:06"
"50","16","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","14","6","123952","123955","0:00:03"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","8","6","1","1","123959","124021","0:00:22"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","13","5","2","2","124021","124056","0:00:35"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","10","2","3","3","124056","124101","0:00:05"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","5","3","4","4","124101","124105","0:00:04"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","14","6","5","5","124105","124109","0:00:04"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","9","1","6","6","124109","124111","0:00:02"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","7","7","124111","124114","0:00:03"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","8","8","124114","124116","0:00:02"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","2","2","9","9","124116","124118","0:00:02"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","7","5","10","10","124118","124120","0:00:02"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","11","11","124120","124122","0:00:02"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","1","1","12","12","124122","124124","0:00:02"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","6","4","13","13","124124","124128","0:00:04"
"50","16","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","3","1","14","14","124128","124129","0:00:01"
"49","15","F00","UK","experienced","simulatedControlCondition","decision","1","1","1","1","1","102548","102624","0:00:36"
"49","15","F00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","1","1","102648","102705","0:00:17"
"49","15","F00","UK","experienced","simulatedControlCondition","decision","1","2","2","2","2","102744","102745","0:00:01"
"49","15","F00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","2","2","102806","102809","0:00:03"
"49","15","F00","UK","experienced","simulatedControlCondition","decision","2","4","2","3","1","102912","102914","0:00:02"
"49","15","F00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","3","1","102933","102937","0:00:04"
"49","15","F00","UK","experienced","simulatedControlCondition","decision","2","6","4","4","2","103015","103017","0:00:02"
"49","15","F00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","4","2","103035","103046","0:00:11"
"49","15","F00","UK","experienced","simulatedControlCondition","decision","2","8","6","5","3","103122","103123","0:00:01"
